iter	RMSE
450	230036.3276
451	230025.4057
452	230014.7682
453	230000.4643
454	229986.9325
455	229970.0621
456	229941.6536
457	229843.7263
458	229817.4503
459	229798.7542
460	229565.5043
461	229489.868
462	229416.7562
463	229397.1281
464	229373.118
465	229347.2752
466	229318.8776
467	229298.9089
468	229085.2289
469	229062.6981
470	229039.6609
471	229018.2276
472	229006.6913
473	228990.9175
474	228970.8644
475	228950.6796
476	228856.9757
477	228755.0188
478	228732.1577
479	228715.4502
480	228698.3637
481	228662.6523
482	228577.8552
483	228565.2165
484	228554.4522
485	228488.3441
486	228406.5073
487	228366.9696
488	228353.3706
489	228345.1883
490	228293.3525
491	228247.5626
492	228209.4686
493	228087.8957
494	228069.2814
495	227994.6852
496	227973.823
497	227940.3765
498	227925.0644
499	227875.0566
