ville,avg_actual,avg_pred,avg_gap,avg_gap_pct,count
Skanes Kobba,1271.4285714285713,1342.7027815285417,-71.27421009997025,-12.259038615354429,14
Mannouba,188216.42857142858,110001.53096009897,78214.8976113296,-6.610642792091352,14
Jawhara,1005.7142857142857,886.666780101085,119.04750561320077,6.863867033313121,14
nabeul-centre-ville,337271.4285714286,331495.92435634654,5775.5042150820145,-7.446567468183003,14
Mégrine Coteaux,1369.2307692307693,1289.709711648769,79.52105758200014,-6.089783836531295,13
Cité Elfaouz,1267.6923076923076,1329.8179509132876,-62.12564322097994,-7.52144123421809,13
Soliman,248728.07692307694,235112.18677097274,13615.890152104208,-29.00064249909302,13
El-Agba,698.4615384615385,805.4477860225086,-106.98624756097014,-21.393800168384498,13
Carthage Salambo,2196.153846153846,2085.143170658579,111.01067549526705,-11.540066160180452,13
Sonede Bardo,796.6666666666666,819.2278088263646,-22.561142159697862,-11.781527619480633,12
Fouchana,102751.66666666667,106551.48579144715,-3799.819124780474,-7.986828969961809,12
Sousse Ville,420562.7272727273,263727.91233732126,156834.814935406,17.705294232717907,11
Sidi Daoud,1868.1818181818182,1386.5033040440032,481.67851413781506,18.398798954844203,11
Ezahra Hammem el Ghzez,756.3636363636364,1232.4052075419127,-476.04157117827623,-253.9343595248448,11
Ain Mariem,913.6363636363636,908.9415150099926,4.694848626370933,-3.933053694236693,11
Sidi Frej,1434.5454545454545,1302.3923699401246,132.1530846053299,4.807634358419137,11
Benzerit,591.8181818181819,676.5840911245773,-84.76590930639553,-33.00934303762983,11
Hiboun,534.5454545454545,589.0371420386007,-54.49168749314609,-58.947454616757334,11
Dar Fadhal,1760.0,1351.3242529894512,408.67574701054883,14.116035728504803,10
Khaireddine,1550.0,1370.6386887401006,179.36131125989942,9.600295797508526,10
Denden,815.0,758.5115290611526,56.488470938847456,1.7432901059863142,10
Sfax Ville,205370.0,125913.31277254471,79456.68722745529,12.401125646564449,10
Sidi Salem,599.0,631.3453686730466,-32.34536867304653,-76.32251468546022,10
Hamem laghzez,804.0,273.67925675926256,530.3207432407373,6.332332087345405,10
La Nouvelle Medina,871.5,971.2708955370277,-99.77089553702767,-16.89622447036931,10
Hamam Rimi,1208.0,1029.8989360004339,178.1010639995662,-3.4355866319719013,10
la-corniche,215105.55555555556,159718.86480099277,55386.690754562806,17.776711991579408,9
El Manar,1689.888888888889,1474.5135596138202,215.37532927506868,0.9279438255400118,9
Hedi Nouira,866.6666666666666,883.3049235544378,-16.638256887771103,-2.2627730879579677,9
bizerte,393777.77777777775,299360.17786034395,94417.59991743385,16.06544449335087,9
Centre Urbain Nord,1955.5555555555557,1896.214212256213,59.341343299342824,-30.98628714792521,9
