ville,avg_actual,avg_pred,avg_gap,avg_gap_pct,count
Jbel Jloud,270.0,861.0110690372,-591.0110690372,-218.89298853229627,1
Jebel Jelloud,270.0,790.2662115922865,-520.2662115922865,-192.69118947862464,1
Jedaida,195000.0,258199.54302779963,-63199.54302779964,-32.41002206553827,1
Jinen Beni Khiar,950.0,1714.7348050394917,-764.7348050394917,-80.49840053047281,1
Kabaria,250.0,260.3492243660595,-10.349224366059502,-4.139689746423801,1
Kaf Obad,100.0,832.0770042767643,-732.0770042767643,-732.0770042767643,1
Kalaa El Kebira,327600.0,285970.2655393625,41629.7344606375,12.707489151598748,1
Kalaa Sghira,750.0,1060.3026476615266,-310.30264766152663,-41.37368635487022,1
"Mrezga, Nabeul",650000.0,494217.4072830144,155782.5927169856,23.966552725690093,1
Médenine,550.0,402.1458467769166,147.85415322308342,26.88257331328789,1
Naasen,600.0,662.3867269410429,-62.38672694104287,-10.397787823507144,1
Merzéke,500.0,850.9505268234698,-350.9505268234698,-70.19010536469395,1
Mezraya,2500.0,832.0770042767643,1667.9229957232355,66.71691982892942,1
Mghira,400.0,625.961396289664,-225.961396289664,-56.49034907241599,1
Sidi Bou Ali,120000.0,289127.5596988674,-169127.55969886738,-140.9396330823895,1
Sidi Sofiene,1200.0,862.5560977794084,337.44390222059155,28.120325185049293,1
Siidi Saleh,280.0,862.2845952799344,-582.2845952799344,-207.958784028548,1
Saltania,680.0,1093.7815776773443,-413.78157767734433,-60.85023201137416,1
Sangho Zarzis,500.0,968.6060466733146,-468.6060466733146,-93.72120933466292,1
Saqiah ad-Dair,400.0,853.9560625817426,-453.9560625817426,-113.48901564543566,1
Sidi Ahmed Zarrouk,400.0,624.1450512042112,-224.1450512042112,-56.03626280105281,1
Sidi Amor,800.0,749.5675139261183,50.432486073881705,6.304060759235214,1
Ras Jbal,400.0,2987.501411639968,-2587.501411639968,-646.875352909992,1
Sahafa,1250.0,729.2601436018784,520.7398563981216,41.65918851184973,1
Fouchana cité Wifak,420.0,1093.8256995641095,-673.8256995641095,-160.43469037240703,1
Frina Khniss Ksibet el mediouni,350.0,862.2845952799344,-512.2845952799344,-146.36702722283837,1
Gafsa Sud,700.0,617.0060914664497,82.99390853355033,11.856272647650048,1
Nour Nasr,500.0,652.6793270044654,-152.67932700446545,-30.53586540089309,1
Oued,3000.0,2853.147380285769,146.8526197142305,4.895087323807683,1
Oued Ellil,800000.0,395921.5158835554,404078.4841164446,50.509810514555575,1
Oued Laarouk Akouda,450.0,652.5879879131536,-202.5879879131536,-45.01955286958969,1
Drahem,250.0,147.14299752667534,102.85700247332466,41.14280098932986,1
Echikh Mornag,1000.0,585.8094648850879,414.1905351149121,41.419053511491214,1
El Fahs,410000.0,343529.9448653487,66470.05513465131,16.212208569427148,1
Yesmine,7000.0,1492.3774450556557,5507.622554944344,78.68032221349063,1
Zaghouan,183200.0,291476.49268920365,-108276.49268920365,-59.10288902249107,1
Dar Alouche,800.0,900.0449313054733,-100.04493130547326,-12.505616413184155,1
"Djerba, Fetou",2700.0,1985.8799459456757,714.1200540543246,26.448890890900916,1
Cité Errayhane,600.0,785.3852392579935,-185.38523925799348,-30.89753987633225,1
Cité Hached,1200.0,1187.8968494946048,12.103150505395206,1.0085958754496005,1
Medenine Nord,300.0,1273.4753213887998,-973.4753213887998,-324.4917737962666,1
Melita,500.0,341.37919081639285,158.62080918360715,31.724161836721432,1
Melouf,1200.0,806.5630323805279,393.43696761947206,32.78641396828934,1
Ghezala,385700.0,275190.7418462222,110509.2581537778,28.65160958096391,1
Korbous,1500.0,1305.0748160915778,194.92518390842224,12.995012260561484,1
Ksour Essaf,1500.0,507.888625268563,992.1113747314372,66.14075831542914,1
La Chebba,2500.0,294.0369323086831,2205.963067691317,88.23852270765268,1
Le Kef Ouest,600.0,988.612556701654,-388.61255670165394,-64.76875945027565,1
Mahres,550.0,1019.8033271745676,-469.8033271745674,-85.41878675901226,1
El Ourdia,750.0,460.9656213077743,289.03437869222574,38.53791715896343,1
Enfidha,320000.0,195027.6934087856,124972.3065912144,39.0538458097545,1
Essijoumi,500.0,442.24372409990895,57.756275900091055,11.551255180018211,1
Ettadhamen,320000.0,250595.62530446064,69404.37469553936,21.68886709235605,1
Nasseriyah,750.0,795.250313172479,-45.25031317247897,-6.033375089663863,1
"Neapolis, Nabeul",395000.0,172079.72198556206,222920.27801443796,56.43551342137669,1
Nebeur,180000.0,581511.6347249276,-401511.6347249276,-223.06201929162643,1
El Haouria,1000.0,255.61584118019132,744.3841588198086,74.43841588198086,1
El Hrairia,270000.0,307280.91065961047,-37280.91065961047,-13.80774468874462,1
El Mida,146000.0,228855.4585004456,-82855.45850044559,-56.75031404140108,1
Cité el Mouna,400.0,613.255979186111,-213.25597918611092,-53.313994796527744,1
"DT Description Un appart au RDC situé dans une résidence à Borj Louzir, Ariana",160000.0,185779.00220703625,-25779.002207036247,-16.111876379397653,1
Siliana Nord,330000.0,560574.6614052234,-230574.66140522345,-69.87110951673438,1
Siède,180.0,557.8915360407107,-377.89153604071066,-209.93974224483924,1
Somrane,550.0,673.7698806434112,-123.76988064341116,-22.503614662438395,1
Souk La Had,1000.0,1255.918931426277,-255.91893142627669,-25.59189314262767,1
Takelsa,99999.0,262259.0871830736,-162260.08718307363,-162.26170980017162,1
Tebourba,202500.0,139053.82579568613,63446.174204313866,31.331444051513017,1
dar-fadhal,1700.0,1933.2035282798677,-233.20352827986744,-13.717854604698084,1
el-menchia,1500.0,737.322622403832,762.677377596168,50.8451585064112,1
el-mourouj-5,140000.0,170843.35536490422,-30843.35536490421,-22.030968117788724,1
el-mourouj-6,250000.0,327149.6234217201,-77149.62342172011,-30.85984936868805,1
el-omrane,850.0,1101.1755520764225,-251.17555207642224,-29.550064950167325,1
ennasr,345000.0,375752.9110786571,-30752.91107865708,-8.913887269175966,1
cite-du-stade,250000.0,337547.07339339814,-87547.07339339814,-35.01882935735925,1
cite-el-khadhra,340000.0,380544.6756328733,-40544.67563287332,-11.924904597903916,1
cite-mohamed-ali,600000.0,480393.3431220513,119606.65687794871,19.934442812991453,1
cite-stah-jabeur,750.0,618.2447871781673,131.75521282183274,17.5673617095777,1
Bizerte Sud,53500.0,64219.63459012855,-10719.634590128551,-20.036700168464584,1
Bouficha,600.0,1163.81569354696,-563.8156935469599,-93.96928225782663,1
"er étage de villa situé dans un bon quartier à Mograne, Zaghouan",750.0,842.6220276146711,-92.62202761467108,-12.349603681956143,1
"er étage situé dans une résidence avec ascenseur à Borj Louzir, Ariana",120000.0,259203.0026229009,-139203.0026229009,-116.00250218575076,1
hedi-nouira-ariana,750.0,1099.8701282104985,-349.8701282104985,-46.64935042806647,1
"Hectares situé à Feriana, Kasserine",450000.0,257057.10572615516,192942.89427384487,42.87619872752108,1
"Idéalement situé à LIDO, Nabeul",1800.0,3048.423335967947,-1248.423335967947,-69.35685199821927,1
"Il Se Trouve À Cité El Hédi Nouira, Ariana",148000.0,216502.9160964949,-68502.91609649491,-46.28575411925332,1
Jamhour,400.0,590.3693508865076,-190.3693508865076,-47.592337721626905,1
Hamma-lif,500.0,862.2845952799344,-362.2845952799344,-72.45691905598687,1
Hammamet (Beni ouael),1500.0,2216.366345254401,-716.3663452544015,-47.75775635029344,1
Hammamet-Sud,3500.0,4183.566800957532,-683.566800957532,-19.530480027358056,1
Hay el Matar (Ras El Kef),450.0,710.4535909806823,-260.4535909806823,-57.87857577348496,1
carthage,2700.0,2370.6558049649298,329.34419503507024,12.197933149447046,1
centre-ville,292000.0,324284.0857070736,-32284.085707073624,-11.056193735299184,1
cite-des-jardins,1800.0,1445.487387690586,354.51261230941395,19.695145128300776,1
"au coeur du Centre Ville, Tunis",350000.0,219110.95626035865,130889.04373964138,37.39686963989753,1
"avec jardin à Jinen Beni Khiar, Nabeul",207000.0,193403.6216220434,13596.3783779566,6.568298733312367,1
"éme étage situé dans une résidence de haut standing avec double ascenseurs à Ennasr, Ariana",1050.0,1150.580597470218,-100.58059747021798,-9.57910452097314,1
"éme étage situé dans une résidence de haut standing à La Nouvelle Médina, Ben Arous",280000.0,234360.36786877736,45639.63213122264,16.299868618293797,1
"étage dans une résidence sans ascenseur à Nour Jaafer, Ariana",1000.0,1103.6308214153178,-103.63082141531775,-10.363082141531777,1
"étage situé dans un immeuble au coeur du centre ville de Lafayette, Tunis",420000.0,185779.00220703625,234220.99779296372,55.76690423641995,1
"étage situé dans une résidence à Centre Ville, Tunis",180000.0,149759.78949238552,30240.21050761448,16.800116948674713,1
العمران,1300.0,1123.6392406858824,176.36075931411756,13.56621225493212,1
المنانة,650.0,810.7259973503944,-160.72599735039444,-24.727076515445297,1
"situé à Beb Souika, Tunis",120000.0,136760.28984400674,-16760.289844006737,-13.966908203338946,1
"meublé à AFH Mrezga, Nabeul",550.0,983.4546694439516,-433.4546694439517,-78.80993989890031,1
"mois Description Un coquet appart jamais habité situé dans un quartier résidentiel à Cité Essahafa, Ariana",850.0,750.9219059565878,99.0780940434122,11.656246358048492,1
monastir-centre-ville,490000.0,182003.3925530129,307996.60744698707,62.85645049938512,1
montplaisir,6500.0,3076.20310042702,3423.79689957298,52.67379845496893,1
nouvelle-ariana,113000.0,180627.63760949465,-67627.63760949462,-59.84746691105718,1
pole-technologique,250000.0,309867.5823043164,-59867.5823043164,-23.94703292172656,1
"éme étage situé dans une résidence avec ascenseur à Borj Louzir, Ariana",650.0,1098.6254417998025,-448.6254417998023,-69.01929873843112,1
marsa-les-pins,250000.0,264483.03914813016,-14483.039148130165,-5.7932156592520645,1
"à Maamoura plage, Nabeul",338000.0,246112.42448213245,91887.57551786756,27.18567323013833,1
"à Sidi Mahrsi, Nabeul",3500.0,1446.4517476553362,2053.5482523446635,58.672807209847534,1
"éme étage richement meublé situé dans un immeuble à Cité Essahafa, Ariana",900.0,786.247923490105,113.752076509895,12.639119612210555,1
"éme étage situé dans un immeuble au coeur du centre ville de Lafayette, Tunis",1800.0,850.5123067608329,949.4876932391672,52.74931629106485,1
"éme étage situé dans une residence sans ascenseur à Ennkhilet, Ariana",800.0,914.145594356184,-114.145594356184,-14.268199294523,1
Bizerte,700.0,589.1597382900932,110.84026170990684,15.83432310141526,1
Beb Mnara,400.0,449.2561205749352,-49.25612057493515,-12.314030143733788,1
"située dans un quartier résidentiel à La Nouvelle Médina, Ben Arous",750000.0,612313.8845416693,137686.11545833072,18.35814872777743,1
Alia,500.0,3298.2933230235344,-2798.2933230235344,-559.6586646047068,1
Al Qasr Al Mohamdia,300.0,317.2456974895373,-17.245697489537292,-5.748565829845765,1
st-clement,450000.0,383854.77144587255,66145.22855412745,14.69893967869499,1
"une résidence à Borj Louzir, Ariana",130000.0,211943.505096443,-81943.505096443,-63.033465458802304,1
zone-activite-kheireddine,539994.0,382672.6995760562,157321.3004239438,29.133897862558435,1
Ain Draham,25000.0,103113.32459456052,-78113.32459456053,-312.4532983782421,1
