,surface,pieces,etage,prix,has_ascenseur,has_balcon,has_chaffage,has_climatisation,has_garage,has_gardien,has_jardin,has_parking,has_piscine,has_terrasse,gouvernerat,ville,type,contrat,latitude,longitude,price_per_m2,surface_per_piece,etage_x_ascenseur,nlp_transaction_negociable,nlp_transaction_urgent,nlp_transaction_first_owner_or_new_mentioned,nlp_transaction_developer_or_promoter_mentioned,nlp_transaction_legal_title_or_status_mentioned,nlp_transaction_legal_title_hint,nlp_property_subtype,nlp_property_furnished,nlp_property_semi_furnished,nlp_property_condition,nlp_property_orientation_mentioned,nlp_property_duplex_penthouse_garden_level_mentioned,nlp_comfort_air_conditioning,nlp_comfort_heating_mentioned,nlp_comfort_double_glazing_mentioned,nlp_comfort_finishing_quality_hint,nlp_location_neighborhood_or_zone,nlp_location_proximity_count,nlp_location_proximity_str,nlp_location_nuisance_or_negative_mentioned,nlp_usage_primary_residence_likely,nlp_usage_investment_likely,nlp_usage_furnished_rental_likely,nlp_standing_luxury_level,nlp_standing_features_count,nlp_standing_features_str,nlp_signals_listing_too_vague,nlp_signals_incoherence_price_vs_surface_hint,nlp_signals_spam_or_low_quality_hint,nlp_signals_extraction_confidence,vis_pool_likely_mean,vis_pool_likely_max,vis_garden_likely_mean,vis_garden_likely_max,vis_sea_view_likely_mean,vis_sea_view_likely_max,vis_furnished_likely_mean,vis_furnished_likely_max,vis_modern_renovation_likely_mean,vis_modern_renovation_likely_max,vis_luxury_visual_score_mean,vis_luxury_visual_score_max,vis_n_images,bge_pca_0,bge_pca_1,bge_pca_2,bge_pca_3,bge_pca_4,bge_pca_5,bge_pca_6,bge_pca_7,bge_pca_8,bge_pca_9,bge_pca_10,bge_pca_11,bge_pca_12,bge_pca_13,bge_pca_14,bge_pca_15,bge_pca_16,bge_pca_17,bge_pca_18,bge_pca_19,bge_pca_20,bge_pca_21,bge_pca_22,bge_pca_23,bge_pca_24,bge_pca_25,bge_pca_26,bge_pca_27,bge_pca_28,bge_pca_29,bge_pca_30,bge_pca_31
1677,80.0,4.0,2.0,250000.0,1.0,,,,,,,,,1.0,Tunis,El Menzah,Appartement,vente,36.8336187,10.1471736,3125.0,20.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1678,104.0,5.0,0.0,240000.0,,,,,,,,,,,Manouba,Mannouba,Appartement,vente,36.8095,10.098,2307.6923076923076,20.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679,125.0,3.0,,325000.0,,,,,,,,,,,Tunis,Le Bardo,Appartement,vente,36.8134113,10.1321911,2600.0,41.666666666666664,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680,54.0,1.0,5.0,220000.0,1.0,,,,,,,,,,Tunis,La Goulette,Appartement,vente,36.8133756,10.2930588,4074.074074074074,54.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1681,129.0,2.0,,240000.0,,,,,,,,,,,Bizerte,Bizerte Nord,Appartement,vente,37.2720905,9.8708565,1860.4651162790697,64.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1682,103.0,2.0,,220000.0,,,,,,,,,,,Ben Arous,Hammam Lif,Appartement,vente,36.7313788,10.3363985,2135.9223300970875,51.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1683,85.0,1.0,0.0,150000.0,,,,,,,,,,,Ben Arous,Bou Mhel El Bassatine,Appartement,vente,36.71444,10.3112789,1764.7058823529412,85.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684,,2.0,,,,,,,,,,,,,Sousse,Hammam Sousse,Appartement,vente,35.8749788,10.5935183,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,66.0,2.0,,335000.0,,,,,,,,1.0,,,Nabeul,Hammamet,Appartement,vente,36.4012665,10.5572827,5075.757575757576,33.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686,130.0,4.0,1.0,,,,,,,,,,,,Ariana,Ariana Ville,Appartement,vente,36.8587351,10.188232,,32.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,96.0,4.0,,210000.0,,,,,,,,1.0,,,Ben Arous,Rades,Appartement,vente,36.753,10.228,2187.5,24.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688,119.0,4.0,3.0,285000.0,1.0,1.0,,,,,,,,,Tunis,El Menzah,Appartement,vente,36.8312079,10.1790803,2394.9579831932774,29.75,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689,65.0,2.0,,360000.0,,,1.0,1.0,,,1.0,,,,Tunis,Ain Zaghouan,Appartement,vente,36.8572699,10.2918693,5538.461538461538,32.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,66.0,1.0,,120000.0,,,,,,,,,,,Ben Arous,Ezzahra,Appartement,vente,36.73953,10.3094914,1818.1818181818182,66.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1691,50.0,1.0,,225000.0,,,1.0,1.0,,,,1.0,1.0,1.0,Nabeul,Hammamet,Appartement,vente,36.4012665,10.5572827,4500.0,50.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692,81.0,1.0,,443000.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,Nabeul,Nabeul,Appartement,vente,36.4561,10.7376,5469.135802469136,81.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693,120.0,1.0,,509000.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,Nabeul,Nabeul,Appartement,vente,36.4561,10.7376,4241.666666666667,120.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694,120.0,3.0,,170000.0,,1.0,,,,,,1.0,,,Ben Arous,Rades,Appartement,vente,36.753,10.228,1416.6666666666667,40.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1695,100.0,3.0,1.0,175000.0,,1.0,,,,,,,,,Nabeul,Kelibia,Appartement,vente,36.8456561,11.0935701,1750.0,33.333333333333336,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1696,75.0,2.0,,390000.0,,1.0,1.0,1.0,,,,,,,Tunis,La Goulette,Appartement,vente,36.8133756,10.2930588,5200.0,37.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1697,90.0,3.0,,140000.0,,,,,,,,,,,Bizerte,Menzel Jemil,Appartement,vente,37.2744,9.8739,1555.5555555555557,30.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698,45.0,1.0,1.0,270000.0,,,,,,,,,,,Tunis,La Marsa,Appartement,vente,36.8826748,10.3304287,6000.0,45.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1699,75.0,2.0,8.0,185000.0,1.0,,1.0,,,1.0,,1.0,,,Ariana,Ariana Ville,Appartement,vente,36.8477637,10.1755886,2466.6666666666665,37.5,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,80.0,3.0,0.0,190000.0,,,,,,,,,,,Tunis,La Goulette,Appartement,vente,36.8065,10.1815,2375.0,26.666666666666668,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,78.0,3.0,,278000.0,1.0,,1.0,1.0,,,,1.0,,,Tunis,La Marsa,Appartement,vente,36.8479251,10.2611996,3564.102564102564,26.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,58.0,1.0,,150000.0,,1.0,1.0,,,,,,,,Ariana,Ariana Ville,Appartement,vente,36.8625,10.1956,2586.206896551724,58.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1703,119.0,3.0,,225000.0,,1.0,1.0,,,,,1.0,,,Ben Arous,Nouvelle Medina,Appartement,vente,36.7575659,10.244981,1890.7563025210084,39.666666666666664,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704,75.0,1.0,,220000.0,,,,,,,,,,,Tunis,Bab Souika,Appartement,vente,36.81039,10.1713323,2933.3333333333335,75.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1705,151.0,1.0,,380000.0,,1.0,1.0,1.0,,,,,,,Ariana,Ariana Ville,Appartement,vente,36.8625,10.1956,2516.5562913907283,151.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1706,90.0,2.0,,280000.0,,,,,,,,,,,Tunis,Ain Zaghouan,Appartement,vente,36.8507178,10.2829345,3111.1111111111113,45.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1707,160.0,3.0,,290000.0,,,1.0,1.0,,,,,,,Tunis,Bab Bhar,Appartement,vente,36.7992041,10.1756221,1812.5,53.333333333333336,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708,124.0,1.0,,230000.0,1.0,,1.0,,,,,1.0,,,Ben Arous,Ezzahra,Appartement,vente,36.7404497,10.3029461,1854.8387096774193,124.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709,65.0,2.0,,220000.0,,,,,,,,,,,Ariana,Ariana Ville,Appartement,vente,36.8599292,10.1531585,3384.6153846153848,32.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,117.0,3.0,3.0,190000.0,,1.0,,,,,,,,,Nabeul,Kelibia,Appartement,vente,36.8456561,11.0935701,1623.931623931624,39.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711,120.0,4.0,,290000.0,,1.0,1.0,,,,,1.0,,,Ariana,Ariana Ville,Appartement,vente,36.8477637,10.1755886,2416.6666666666665,30.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712,170.0,3.0,,495000.0,,1.0,,1.0,,,,1.0,,,Nabeul,Hammamet,Appartement,vente,36.4012665,10.5572827,2911.764705882353,56.666666666666664,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1713,174.0,4.0,,487200.0,1.0,1.0,,,,,,1.0,,,Ariana,Ariana Ville,Appartement,vente,36.8587351,10.188232,2800.0,43.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,80.0,3.0,0.0,147000.0,,,,,,1.0,,1.0,,1.0,Ariana,La Soukra,Appartement,vente,36.8606537,10.2087006,1837.5,26.666666666666668,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,100.0,1.0,2.0,220000.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,Ariana,Mnihla,Appartement,vente,36.8457382,10.1317222,2200.0,100.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1716,90.0,3.0,,105000.0,,,,,,,,,,,Sousse,Sousse Ville,Appartement,vente,35.8137916,10.5208721,1166.6666666666667,30.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,100.0,4.0,,250000.0,,1.0,,,,,,,,,Tunis,Cite El Khadra,Appartement,vente,36.8065,10.1815,2500.0,25.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,107.0,2.0,,430000.0,,,,,,,,,,,Tunis,La Marsa,Appartement,vente,36.8065,10.1815,4018.691588785047,53.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,120.0,3.0,,235000.0,,,,,,,,,,,Nabeul,Kelibia,Appartement,vente,36.8456561,11.0935701,1958.3333333333333,40.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,136.0,4.0,,330000.0,,1.0,,,,1.0,,,,,Ariana,Ariana Ville,Appartement,vente,36.8484562,10.1634244,2426.470588235294,34.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721,80.0,2.0,,185000.0,1.0,1.0,,,,,,1.0,,,Ben Arous,Rades,Appartement,vente,36.764815,10.2880423,2312.5,40.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1722,100.0,3.0,,175000.0,,,,,,,,,,,Nabeul,Kelibia,Appartement,vente,36.8456561,11.0935701,1750.0,33.333333333333336,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723,100.0,3.0,,180000.0,1.0,,,,,,,1.0,,,Ben Arous,El Mourouj,Appartement,vente,36.719825,10.2192362,1800.0,33.333333333333336,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022524556,-0.07333103,0.10587811,-0.096316166,0.0794454,0.060638014,0.07047489,-0.02592471,0.025201328,0.17191862,-0.0005664299,-0.18678014,-0.12920313,0.12643743,0.087544054,0.09993773,0.060784046,0.045024026,0.007341158,-0.031722505,-0.11876418,0.09407422,0.0056494405,0.0038709955,0.00046775627,0.017128194,-0.062143475,-0.04744127,0.03250698,0.0054615177,-0.014259472,-0.050577316
1724,108.0,3.0,0.0,425000.0,1.0,,1.0,,,,1.0,1.0,,,Ariana,Ariana Ville,Appartement,vente,36.8625,10.1956,3935.185185185185,36.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,100.0,3.0,,180000.0,,,,,,,,,,,Ben Arous,El Mourouj,Appartement,vente,36.719825,10.2192362,1800.0,33.333333333333336,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1726,87.0,3.0,2.0,180000.0,,1.0,1.0,1.0,,1.0,,1.0,,,Manouba,Mannouba,Appartement,vente,36.8095,10.098,2068.9655172413795,29.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727,87.0,2.0,2.0,180000.0,,1.0,1.0,1.0,,,,1.0,,,Manouba,Mannouba,Appartement,vente,36.8095,10.098,2068.9655172413795,43.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1728,110.0,3.0,,310000.0,1.0,,,,,,,,,,Tunis,La Goulette,Appartement,vente,36.8083788,10.3088217,2818.181818181818,36.666666666666664,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1729,52.0,1.0,,85000.0,,,,,,,,,,1.0,Nabeul,Nabeul,Appartement,vente,36.4512897,10.7355915,1634.6153846153845,52.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730,167.0,3.0,,380000.0,,,,,,,,,,1.0,Tunis,El Kram,Appartement,vente,36.8065,10.1815,2275.4491017964074,55.666666666666664,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1731,83.0,2.0,,170000.0,,,,,,,,,,,Ariana,Ariana Ville,Appartement,vente,36.8587351,10.188232,2048.1927710843374,41.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732,100.0,3.0,,137000.0,,,,,,,,1.0,,,Sousse,Sousse Ville,Appartement,vente,35.8137916,10.5208721,1370.0,33.333333333333336,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1733,120.0,1.0,0.0,295000.0,,1.0,1.0,1.0,,,1.0,1.0,,1.0,Ben Arous,Ezzahra,Appartement,vente,36.7404497,10.3029461,2458.3333333333335,120.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1734,125.0,3.0,,250000.0,,,,,,,,,,,Ben Arous,El Mourouj,Appartement,vente,36.7335645,10.2089454,2000.0,41.666666666666664,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735,105.0,3.0,3.0,180000.0,,,,,,,,,,,Nabeul,Kelibia,Appartement,vente,36.8456561,11.0935701,1714.2857142857142,35.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736,106.0,1.0,,280000.0,1.0,1.0,1.0,1.0,,,,,,,Nabeul,Nabeul,Appartement,vente,36.4512897,10.7355915,2641.509433962264,106.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,100.0,3.0,1.0,120000.0,,,,,1.0,,,,,,Nabeul,Kelibia,Appartement,vente,36.8456561,11.0935701,1200.0,33.333333333333336,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738,72.0,2.0,,250000.0,,,,,,,,,,,Nabeul,Kelibia,Appartement,vente,36.8456561,11.0935701,3472.222222222222,36.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09063448,-0.08424772,-0.0088661695,-0.07241221,0.108377755,-0.053778697,0.15959434,-0.12468762,0.037570424,-0.087859385,-0.08239788,-0.011566199,0.077109255,0.15006067,-0.072779864,0.12492941,0.0037943104,0.049858145,-0.058939032,0.028418068,0.0070101754,0.06384007,0.037656285,0.046427086,-0.0607676,-0.039124317,-0.016501738,-0.054372136,0.09228585,-0.02090734,0.06589344,0.017473057
1739,200.0,,1.0,275000.0,,,,,1.0,,,,,,Nabeul,Kelibia,Appartement,vente,36.8456561,11.0935701,1375.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,85.0,3.0,2.0,185000.0,,,,,,,,,,,Nabeul,Kelibia,Appartement,vente,36.8456561,11.0935701,2176.470588235294,28.333333333333332,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741,222.0,3.0,,220000.0,,,,,1.0,,,,,,Sousse,Sousse Ville,Appartement,vente,35.8245,10.6346,990.990990990991,74.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742,85.0,1.0,,270000.0,1.0,1.0,1.0,1.0,,,,,,,Ariana,Ariana Ville,Appartement,vente,36.8599292,10.1531585,3176.470588235294,85.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1743,64.0,1.0,0.0,255000.0,1.0,,1.0,,,,,1.0,,1.0,Ariana,Ariana Ville,Appartement,vente,36.8599292,10.1531585,3984.375,64.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,140.0,1.0,0.0,380000.0,,,1.0,1.0,,,,1.0,,1.0,Ariana,La Soukra,Appartement,vente,36.8653305,10.2425306,2714.285714285714,140.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,70.0,2.0,1.0,262000.0,1.0,,,,,,,1.0,,,Tunis,Ain Zaghouan,Appartement,vente,36.8507178,10.2829345,3742.8571428571427,35.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1746,70.0,3.0,2.0,230000.0,,,,,,,,,,,Tunis,El Menzah,Appartement,vente,36.8336187,10.1471736,3285.714285714286,23.333333333333332,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08155311,-0.08382086,-0.0013042273,0.09920464,0.0614182,0.10291856,-0.041264676,0.0657379,0.0953676,0.0046624597,-0.13254648,0.036182646,0.00088103,-0.017046161,0.01148584,-0.05011622,0.13315398,0.03000005,-0.059678975,-0.015892435,-0.049875934,-0.11602024,-0.005345138,-0.014056915,0.109713465,0.044724654,-0.0010628414,0.014505341,-0.003154684,0.057822905,0.001417054,-0.063057214
1747,118.0,4.0,2.0,410000.0,,1.0,1.0,1.0,,,,1.0,,,Ariana,La Soukra,Appartement,vente,36.8811985,10.211819,3474.576271186441,29.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748,110.0,4.0,,650000.0,,,,,,,1.0,,,,Tunis,Ain Zaghouan,Appartement,vente,36.8572699,10.2918693,5909.090909090909,27.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,73.0,2.0,3.0,140000.0,,,,,,,,,,,Tunis,Bab Bhar,Appartement,vente,36.7992041,10.1756221,1917.8082191780823,36.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,234.0,4.0,0.0,680000.0,,,1.0,1.0,1.0,,1.0,1.0,,,Ariana,La Soukra,Appartement,vente,36.8625,10.1956,2905.982905982906,58.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,90.0,3.0,,245000.0,,,1.0,1.0,,,,,,,Sousse,Akouda,Appartement,vente,35.8245,10.6346,2722.222222222222,30.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,214.0,4.0,,635000.0,,,,,,,,1.0,1.0,1.0,Ariana,La Soukra,Appartement,vente,36.8749751,10.2454267,2967.2897196261683,53.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12758124,0.02306484,0.048471652,-0.047441717,0.17661864,-0.034135006,-0.152431,0.0048730574,-0.04813294,-0.052211855,0.06888482,0.14935668,-0.0014518631,-0.021467775,-0.008134102,0.046647448,0.04426341,-0.007315718,-0.009270245,0.0065365997,0.023240365,0.006572014,0.032712612,0.037044864,-0.013909993,-0.034248058,-0.02318557,-0.011920108,-0.016464429,0.012023233,0.083143026,-0.036828417
1753,131.0,2.0,4.0,440000.0,,,,,,,,1.0,,1.0,Ariana,La Soukra,Appartement,vente,36.8749751,10.2454267,3358.7786259541986,65.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,73.0,2.0,3.0,243000.0,,,,,,,1.0,,,,,Lac 2,Appartement,vente,,,3328.7671232876714,36.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
