,surface,pieces,etage,has_ascenseur,has_balcon,has_chaffage,has_climatisation,has_gardien,has_jardin,has_parking,has_piscine,has_terrasse,latitude,longitude,price_per_m2,surface_per_piece,etage_x_ascenseur,type,contrat,gouvernerat
3003,80.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8065,10.1815,2625.0,40.0,0.0,285532.6189391474,285532.6189391474,293441.4203821656
3766,86.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8065,10.1815,2209.3023255813955,37.75,0.0,285532.6189391474,285532.6189391474,293441.4203821656
1616,110.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.2720905,9.8708565,2090.909090909091,36.666666666666664,0.0,285532.6189391474,285532.6189391474,243467.8477263652
3811,107.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8065,10.1815,2537.88748564868,37.75,0.0,285532.6189391474,285532.6189391474,293441.4203821656
3453,87.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8065,10.1815,2068.9655172413795,29.0,0.0,285532.6189391474,285532.6189391474,293441.4203821656
3176,63.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8065,10.1815,7777.777777777777,31.5,0.0,285532.6189391474,285532.6189391474,293441.4203821656
982,101.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8134113,10.1321911,1980.1980198019803,25.25,0.0,285532.6189391474,285532.6189391474,293441.4203821656
456,78.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8291875,10.1903688,1923.076923076923,26.0,0.0,285532.6189391474,285532.6189391474,293441.4203821656
3522,138.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8065,10.188232,3188.4057971014495,34.5,0.0,285532.6189391474,285532.6189391474,277143.4970760234
3513,100.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8065,10.1815,3500.0,33.333333333333336,5.0,285532.6189391474,285532.6189391474,293441.4203821656
2850,80.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8065,10.1815,1625.0,40.0,0.0,285532.6189391474,285532.6189391474,293441.4203821656
381,3134.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.7516855,10.2245072,70.19783024888322,783.5,0.0,285532.6189391474,285532.6189391474,218196.17024373435
3975,100.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8065,10.1815,3400.0,37.75,0.0,285532.6189391474,285532.6189391474,293441.4203821656
1949,124.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.879501741135975,10.225021474655836,2822.5806451612902,41.333333333333336,0.0,285532.6189391474,285532.6189391474,293441.4203821656
2371,87.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8596897,10.3051019,5000.0,43.5,0.0,285532.6189391474,285532.6189391474,293441.4203821656
1010,220.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.7019512,10.3964906,1409.090909090909,73.33333333333333,0.0,285532.6189391474,285532.6189391474,218196.17024373435
2760,107.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8065,10.1815,2537.88748564868,37.75,0.0,285532.6189391474,285532.6189391474,293441.4203821656
4284,54.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8065,10.1815,4074.074074074074,37.75,5.0,285532.6189391474,285532.6189391474,293441.4203821656
662,80.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8065,10.1815,3312.5,80.0,0.0,285532.6189391474,285532.6189391474,293441.4203821656
1560,103.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35.8749788,10.5935183,1650.485436893204,34.333333333333336,0.0,285532.6189391474,285532.6189391474,281505.570214618
1485,95.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.4012665,10.5572827,1789.4736842105262,31.666666666666668,0.0,285532.6189391474,285532.6189391474,300305.12820512813
3848,63.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8065,10.1815,5396.825396825397,31.5,0.0,285532.6189391474,285532.6189391474,293441.4203821656
1649,114.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8587351,10.188232,2368.4210526315787,28.5,0.0,285532.6189391474,285532.6189391474,320375.0034842321
3200,110.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8065,10.1815,2090.909090909091,27.5,0.0,285532.6189391474,285532.6189391474,293441.4203821656
3919,107.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8065,10.1815,2537.88748564868,37.75,0.0,285532.6189391474,285532.6189391474,293441.4203821656
3910,86.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8065,10.1815,1627.906976744186,37.75,0.0,285532.6189391474,285532.6189391474,293441.4203821656
2122,63.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35.7239,10.8165,2063.4920634920636,31.5,0.0,285532.6189391474,285532.6189391474,309845.8833033952
845,107.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8484562,10.1634244,2537.88748564868,37.75,0.0,285532.6189391474,285532.6189391474,320375.0034842321
542,95.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8456561,11.0935701,2000.0,37.75,0.0,285532.6189391474,285532.6189391474,300305.12820512813
91,99.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.4512897,10.7355915,3737.373737373737,49.5,0.0,285532.6189391474,285532.6189391474,300305.12820512813
2515,107.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8514184,10.3088863,2537.88748564868,37.75,0.0,285532.6189391474,285532.6189391474,293441.4203821656
2941,220.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,36.8065,10.1815,568.1818181818181,37.75,0.0,285532.6189391474,285532.6189391474,293441.4203821656
1196,40.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8479251,10.2611996,3000.0,20.0,0.0,285532.6189391474,285532.6189391474,293441.4203821656
1102,100.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8065,10.1815,3500.0,33.333333333333336,0.0,285532.6189391474,285532.6189391474,293441.4203821656
4150,97.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8065,10.1815,4004.1237113402062,32.333333333333336,1.0,285532.6189391474,285532.6189391474,293441.4203821656
1623,120.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.1677871,10.1731345,1583.3333333333333,40.0,0.0,285532.6189391474,285532.6189391474,243467.8477263652
3536,155.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8065,10.1815,2129.032258064516,37.75,0.0,285532.6189391474,285532.6189391474,293441.4203821656
2118,190.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35.7685,10.8307,2210.5263157894738,95.0,0.0,285532.6189391474,285532.6189391474,309845.8833033952
2430,103.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.4561,10.7376,1796.116504854369,34.333333333333336,0.0,285532.6189391474,285532.6189391474,300305.12820512813
2033,144.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.86800174113599,10.221721486477389,3451.3888888888887,48.0,0.0,285532.6189391474,285532.6189391474,293441.4203821656
1048,132.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.7575659,10.244981,2810.6060606060605,44.0,0.0,285532.6189391474,285532.6189391474,218196.17024373435
2851,144.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.753,10.228,2638.8888888888887,28.8,0.0,285532.6189391474,285532.6189391474,218196.17024373435
2946,105.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8065,10.1815,1380.952380952381,26.25,0.0,285532.6189391474,285532.6189391474,293441.4203821656
898,80.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.7992041,10.1756221,1625.0,26.666666666666668,0.0,285532.6189391474,285532.6189391474,293441.4203821656
1489,127.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.71444,10.3112789,2519.685039370079,127.0,0.0,285532.6189391474,285532.6189391474,218196.17024373435
237,140.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8002068,10.1857757,3928.5714285714284,70.0,0.0,285532.6189391474,285532.6189391474,293441.4203821656
1819,116.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.4205,10.6644,3362.0689655172414,58.0,0.0,285532.6189391474,285532.6189391474,300305.12820512813
3949,120.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8065,10.1815,1416.6666666666667,37.75,0.0,285532.6189391474,285532.6189391474,293441.4203821656
1133,112.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.4012665,10.5572827,3482.1428571428573,56.0,0.0,285532.6189391474,285532.6189391474,300305.12820512813
3394,109.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8065,10.1815,3302.7522935779816,54.5,1.0,285532.6189391474,285532.6189391474,293441.4203821656
2721,117.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8065,10.1815,2100.0,39.0,0.0,285532.6189391474,285532.6189391474,293441.4203821656
163,110.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.4512897,10.7355915,2090.909090909091,36.666666666666664,0.0,285532.6189391474,285532.6189391474,300305.12820512813
2553,147.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.4561,10.7376,1360.544217687075,36.75,0.0,285532.6189391474,285532.6189391474,300305.12820512813
1695,100.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8456561,11.0935701,1750.0,33.333333333333336,0.0,285532.6189391474,285532.6189391474,300305.12820512813
252,65.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8587351,10.188232,4200.0,32.5,0.0,285532.6189391474,285532.6189391474,320375.0034842321
3566,114.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8095,10.098,2456.1403508771928,37.75,0.0,285532.6189391474,285532.6189391474,240180.81353797184
2296,143.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.0352,10.4911,2797.2027972027972,47.666666666666664,0.0,285532.6189391474,285532.6189391474,281505.570214618
1795,125.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8402,11.1085,2280.0,62.5,0.0,285532.6189391474,285532.6189391474,300305.12820512813
930,76.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.81232,10.1263143,1118.421052631579,38.0,0.0,285532.6189391474,285532.6189391474,293441.4203821656
2713,107.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8065,10.1815,2537.88748564868,37.75,0.0,285532.6189391474,285532.6189391474,293441.4203821656
1565,70.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35.8137916,10.5208721,2428.5714285714284,35.0,0.0,285532.6189391474,285532.6189391474,281505.570214618
1914,60.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.81480174113604,10.178221541077516,2500.0,20.0,0.0,285532.6189391474,285532.6189391474,293441.4203821656
2852,117.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8065,10.1815,1538.4615384615386,39.0,0.0,285532.6189391474,285532.6189391474,293441.4203821656
3481,107.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8065,10.1815,2537.88748564868,37.75,0.0,285532.6189391474,285532.6189391474,293441.4203821656
2792,105.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8625,10.1956,2857.1428571428573,52.5,0.0,285532.6189391474,285532.6189391474,320375.0034842321
4280,107.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8065,10.188232,2537.88748564868,37.75,0.0,285532.6189391474,285532.6189391474,277143.4970760234
1090,120.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.4012665,10.5572827,3000.0,40.0,0.0,285532.6189391474,285532.6189391474,300305.12820512813
3545,138.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8065,10.1815,2934.782608695652,37.75,0.0,285532.6189391474,285532.6189391474,293441.4203821656
2438,150.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8065,10.1815,2800.0,37.5,0.0,285532.6189391474,285532.6189391474,293441.4203821656
1181,97.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8065,10.1815,2268.041237113402,24.25,0.0,285532.6189391474,285532.6189391474,293441.4203821656
593,112.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8267841,10.1939122,3678.5714285714284,37.333333333333336,0.0,285532.6189391474,285532.6189391474,293441.4203821656
677,117.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8507178,10.2829345,3230.769230769231,39.0,0.0,285532.6189391474,285532.6189391474,293441.4203821656
41,160.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.4512897,10.7355915,2375.0,53.333333333333336,1.0,285532.6189391474,285532.6189391474,300305.12820512813
1500,158.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.4561,10.7376,3544.3037974683543,158.0,0.0,285532.6189391474,285532.6189391474,300305.12820512813
2297,79.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35.9349,10.5439,2911.3924050632913,19.75,0.0,285532.6189391474,285532.6189391474,281505.570214618
1966,111.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.9018,10.1858,2657.6576576576576,37.0,2.0,285532.6189391474,285532.6189391474,293441.4203821656
1793,80.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8345,11.0932,3375.0,26.666666666666668,0.0,285532.6189391474,285532.6189391474,300305.12820512813
243,110.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.7516855,10.2245072,2000.0,55.0,0.0,285532.6189391474,285532.6189391474,218196.17024373435
1124,89.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.7575659,10.244981,2921.3483146067415,44.5,0.0,285532.6189391474,285532.6189391474,218196.17024373435
1339,106.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8149327,10.1675999,1933.9622641509434,26.5,0.0,285532.6189391474,285532.6189391474,293441.4203821656
3720,130.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8625,10.1956,2846.153846153846,43.333333333333336,0.0,285532.6189391474,285532.6189391474,320375.0034842321
2716,107.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8065,10.188232,2537.88748564868,37.75,0.0,285532.6189391474,285532.6189391474,277143.4970760234
1612,190.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8599292,10.1531585,2578.9473684210525,38.0,0.0,285532.6189391474,285532.6189391474,320375.0034842321
261,128.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.7516855,10.2245072,1953.125,64.0,0.0,285532.6189391474,285532.6189391474,218196.17024373435
1470,196.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8599292,10.1531585,2806.122448979592,49.0,0.0,285532.6189391474,285532.6189391474,320375.0034842321
3192,107.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8065,10.1815,2537.88748564868,37.75,0.0,285532.6189391474,285532.6189391474,293441.4203821656
2647,107.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8065,10.1815,2537.88748564868,37.75,0.0,285532.6189391474,285532.6189391474,293441.4203821656
834,84.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8811985,10.211819,3547.6190476190477,42.0,0.0,285532.6189391474,285532.6189391474,320375.0034842321
3165,107.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8065,10.188232,2537.88748564868,37.75,0.0,285532.6189391474,285532.6189391474,277143.4970760234
1535,153.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35.8245,10.6346,1699.3464052287582,38.25,0.0,285532.6189391474,285532.6189391474,281505.570214618
3085,106.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.7053,8.971,1462.2641509433963,35.333333333333336,0.0,285532.6189391474,285532.6189391474,268549.21903436835
1482,135.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.73953,10.3094914,2740.740740740741,45.0,4.0,285532.6189391474,285532.6189391474,218196.17024373435
340,30.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.4512897,10.7355915,2833.3333333333335,15.0,0.0,285532.6189391474,285532.6189391474,300305.12820512813
1731,83.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8587351,10.188232,2048.1927710843374,41.5,0.0,285532.6189391474,285532.6189391474,320375.0034842321
748,190.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35.8749788,10.5935183,1157.8947368421052,95.0,0.0,285532.6189391474,285532.6189391474,281505.570214618
1749,73.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.7992041,10.1756221,1917.8082191780823,36.5,0.0,285532.6189391474,285532.6189391474,293441.4203821656
480,90.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8065,10.1815,1222.2222222222222,22.5,0.0,285532.6189391474,285532.6189391474,293441.4203821656
2115,100.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35.5585017411372,11.02502278959408,1750.0,50.0,0.0,285532.6189391474,285532.6189391474,276683.9253054531
3106,99.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8065,10.188232,3181.818181818182,37.75,0.0,285532.6189391474,285532.6189391474,277143.4970760234
3592,76.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8065,10.1815,3355.2631578947367,38.0,0.0,285532.6189391474,285532.6189391474,293441.4203821656
783,70.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.7575659,10.244981,1142.857142857143,70.0,4.0,285532.6189391474,285532.6189391474,218196.17024373435
4094,65.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8625,10.1956,2692.3076923076924,32.5,0.0,285532.6189391474,285532.6189391474,320375.0034842321
1724,108.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8625,10.1956,3935.185185185185,36.0,0.0,285532.6189391474,285532.6189391474,320375.0034842321
2593,107.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8065,10.188232,2537.88748564868,37.75,0.0,285532.6189391474,285532.6189391474,277143.4970760234
3313,98.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8065,10.1815,3265.3061224489797,32.666666666666664,0.0,285532.6189391474,285532.6189391474,293441.4203821656
1983,90.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8385,10.1953,2333.3333333333335,30.0,0.0,285532.6189391474,285532.6189391474,293441.4203821656
3461,123.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8065,10.1815,4024.390243902439,41.0,1.0,285532.6189391474,285532.6189391474,293441.4203821656
1590,240.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8065,10.1815,1541.6666666666667,48.0,0.0,285532.6189391474,285532.6189391474,293441.4203821656
2636,55.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8065,10.1815,3000.0,55.0,0.0,285532.6189391474,285532.6189391474,293441.4203821656
2609,151.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8065,10.1815,2317.880794701987,37.75,0.0,285532.6189391474,285532.6189391474,293441.4203821656
3376,58.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8065,10.188232,3793.103448275862,29.0,0.0,285532.6189391474,285532.6189391474,277143.4970760234
1644,63.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.719825,10.2192362,2698.4126984126983,63.0,0.0,285532.6189391474,285532.6189391474,218196.17024373435
1271,93.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8479251,10.2611996,3010.7526881720432,46.5,0.0,285532.6189391474,285532.6189391474,293441.4203821656
1848,143.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.86600174113599,10.170521488532623,3006.993006993007,47.666666666666664,2.0,285532.6189391474,285532.6189391474,293441.4203821656
1127,147.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.4561,10.7376,3673.469387755102,147.0,0.0,285532.6189391474,285532.6189391474,300305.12820512813
626,100.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8336187,10.1471736,1980.0,33.333333333333336,3.0,285532.6189391474,285532.6189391474,293441.4203821656
347,78.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8065,10.188232,2653.846153846154,39.0,0.0,285532.6189391474,285532.6189391474,277143.4970760234
1701,78.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8479251,10.2611996,3564.102564102564,26.0,0.0,285532.6189391474,285532.6189391474,293441.4203821656
2704,60.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8065,10.1815,2416.6666666666665,60.0,0.0,285532.6189391474,285532.6189391474,293441.4203821656
2022,160.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.9025,10.1734,2812.5,32.0,0.0,285532.6189391474,285532.6189391474,293441.4203821656
979,128.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.4039793,10.5625495,781.25,37.75,0.0,285532.6189391474,285532.6189391474,300305.12820512813
1425,85.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8085956,10.1590082,2000.0,42.5,0.0,285532.6189391474,285532.6189391474,293441.4203821656
4027,100.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8065,10.188232,1700.0,33.333333333333336,0.0,285532.6189391474,285532.6189391474,277143.4970760234
3717,107.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8065,10.1815,3551.4018691588785,37.75,0.0,285532.6189391474,285532.6189391474,293441.4203821656
911,116.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.7575659,10.244981,2413.793103448276,58.0,0.0,285532.6189391474,285532.6189391474,218196.17024373435
4166,107.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8065,10.188232,2537.88748564868,37.75,0.0,285532.6189391474,285532.6189391474,277143.4970760234
632,180.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8457382,10.1317222,2027.7777777777778,60.0,0.0,285532.6189391474,285532.6189391474,320375.0034842321
1611,100.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8170699,10.1784812,3200.0,25.0,0.0,285532.6189391474,285532.6189391474,293441.4203821656
445,50.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8599292,10.1531585,3800.0,25.0,0.0,285532.6189391474,285532.6189391474,320375.0034842321
617,131.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8507178,10.2829345,4007.6335877862593,65.5,0.0,285532.6189391474,285532.6189391474,293441.4203821656
1997,149.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8984,10.1816,2147.6510067114095,49.666666666666664,0.0,285532.6189391474,285532.6189391474,293441.4203821656
2381,100.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8065,10.1815,1900.0,33.333333333333336,0.0,285532.6189391474,285532.6189391474,293441.4203821656
2495,57.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8065,10.1815,2000.0,28.5,0.0,285532.6189391474,285532.6189391474,293441.4203821656
1853,127.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.7391,10.2528,2480.314960629921,42.333333333333336,2.0,285532.6189391474,285532.6189391474,293441.4203821656
3224,43.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8065,10.1815,5930.232558139535,37.75,0.0,285532.6189391474,285532.6189391474,293441.4203821656
3544,107.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.8065,10.188232,2537.88748564868,37.75,0.0,285532.6189391474,285532.6189391474,277143.4970760234
