iter	RMSE
215	0.3886720363
216	0.3885399445
217	0.3882828281
218	0.3879284666
219	0.3876866848
220	0.3876439708
221	0.3875403929
222	0.3872282374
223	0.3871171935
224	0.3867312802
225	0.3866887224
226	0.3865893379
227	0.3865126916
228	0.3860707487
229	0.3859177169
230	0.3858248302
231	0.3857002022
232	0.3855218881
233	0.3853882822
234	0.3853392758
235	0.3849991465
236	0.3848347148
237	0.3845616621
238	0.3845243284
239	0.3844214829
240	0.3843124746
241	0.3842224692
242	0.3839950457
243	0.3838090709
244	0.3836187957
245	0.3831536467
246	0.382815576
247	0.3825742788
248	0.3822032798
249	0.3821647369
250	0.3818163387
251	0.3816049141
252	0.3815140438
253	0.3813146457
254	0.3811631065
255	0.3808882347
256	0.3808410748
257	0.380614661
258	0.3804953126
259	0.3802601613
260	0.3801215592
261	0.3799583475
262	0.3799310218
263	0.3798123419
264	0.3796823621
265	0.3796475598
266	0.379503276
267	0.379390949
268	0.3792547093
269	0.3790318922
270	0.3787493614
271	0.3786368637
272	0.3778981017
273	0.3778218898
274	0.3777905844
275	0.3776179255
276	0.377405809
277	0.3770387795
278	0.3769123211
279	0.3767316127
280	0.3764871382
281	0.3763856516
282	0.3762699834
283	0.3755005017
284	0.3754713093
285	0.3753903131
286	0.3753440471
287	0.3750719964
288	0.3749809572
289	0.374872483
290	0.3748430011
291	0.3746125231
292	0.3745681788
293	0.3743375959
294	0.3743027096
295	0.3740505679
296	0.3739212223
297	0.3737528342
298	0.3732628818
299	0.3732336474
300	0.3730759167
301	0.3727610696
302	0.3725751754
303	0.3723325753
304	0.372211873
305	0.371983966
306	0.3716554508
307	0.371324017
308	0.3712930764
309	0.371132151
310	0.3709687128
311	0.3709425961
312	0.3708214094
313	0.3705915193
314	0.3705436759
315	0.3704457959
316	0.3703593494
317	0.3701678961
318	0.3696209992
319	0.369530248
320	0.3694156892
321	0.3692520178
322	0.3688226555
323	0.3684119389
324	0.3682873044
325	0.3680897322
326	0.3678257276
327	0.3678005775
328	0.3674978988
329	0.3674419691
330	0.367363874
331	0.3672568247
332	0.3668817815
333	0.3668264783
334	0.3666059978
335	0.3664449758
336	0.366343083
337	0.3663217458
338	0.366238
339	0.3660569612
340	0.3659701116
341	0.3655726487
342	0.3655367261
343	0.3653662575
344	0.3652252371
345	0.3650343158
346	0.3648746015
347	0.3647375993
348	0.3646208827
349	0.3643932815
350	0.3643713714
351	0.3641215575
352	0.3639354579
353	0.3638361527
354	0.3635046299
355	0.363482563
356	0.3633957273
357	0.3633241327
358	0.3632881718
359	0.3631697581
360	0.3631519814
361	0.3629158743
362	0.3628461586
363	0.3622957513
364	0.36199612
365	0.3619234848
366	0.3616880896
367	0.3616694183
368	0.3615661839
369	0.3614767087
370	0.361349346
371	0.3611189919
372	0.3608800122
373	0.3608084421
374	0.3607273964
375	0.3606002691
376	0.3603750923
377	0.3601719143
378	0.3600456073
379	0.3598106328
380	0.3597763245
381	0.3597001311
382	0.3593378139
383	0.3591869479
384	0.3591697635
385	0.3591327436
386	0.3591009286
387	0.3590171004
388	0.3588720776
389	0.3587200112
390	0.3585978512
391	0.3585118841
392	0.3582857341
393	0.3580401941
394	0.3578422369
395	0.3577151056
396	0.3576193969
397	0.3575104443
398	0.357353937
399	0.3568637614
400	0.3568436919
401	0.3567378411
402	0.3566960105
403	0.3565237288
404	0.3565036158
405	0.3562465782
406	0.3561996649
407	0.3559986496
408	0.3558528732
409	0.3556879372
410	0.3554092881
411	0.3553426631
412	0.3552832058
413	0.3550198287
414	0.354913299
415	0.3548108036
416	0.3547629725
417	0.3546438394
418	0.3542441587
419	0.3541024068
420	0.3539075461
421	0.3537830599
422	0.3536339447
423	0.3534425078
424	0.3534264675
425	0.3533683874
426	0.3533108237
427	0.3532938756
428	0.3532172041
429	0.3529516103
430	0.3527482643
431	0.3526927143
432	0.3526418947
433	0.3525167905
434	0.3523219376
435	0.3522809677
436	0.3521956263
437	0.3521796978
438	0.3521238375
439	0.3520386876
440	0.3519343317
441	0.3519171426
442	0.3518678548
443	0.3517877279
444	0.3515635786
445	0.3515390904
446	0.3515262129
447	0.3514080537
448	0.3513966883
449	0.3513308946
450	0.351249571
451	0.3511750687
452	0.3511034308
453	0.3510680482
454	0.3509641048
455	0.3508921369
456	0.3507665245
457	0.3507132273
458	0.350605519
459	0.3505947232
460	0.3503573135
461	0.3503377252
462	0.350043524
463	0.3500005984
464	0.3499214434
465	0.3499088796
466	0.3497171572
467	0.3496318364
468	0.3495313798
469	0.3494844928
470	0.3493450891
471	0.3490904293
472	0.3490691498
473	0.3489197163
474	0.3488753353
475	0.3488558795
476	0.3487863838
477	0.3487061029
478	0.3486970206
479	0.3486227983
480	0.3486128699
481	0.3486030567
482	0.3484941908
483	0.348483716
484	0.3483192157
485	0.3481952664
486	0.3481115908
487	0.3478546066
488	0.3477668468
489	0.3476255774
490	0.3474669291
491	0.347375351
492	0.3473318034
493	0.347252324
494	0.3471860247
495	0.3471438745
496	0.3469071677
497	0.3465590651
498	0.3465468719
499	0.3465019986
500	0.3464719075
501	0.3464251184
502	0.3464105672
503	0.3463442408
504	0.3462767764
505	0.3460941815
506	0.3460284298
507	0.3456269631
508	0.345591776
509	0.3455120408
510	0.3454321717
511	0.3453957291
512	0.3453383186
513	0.3452796653
514	0.3452650959
515	0.3450815299
516	0.3449426913
517	0.3448930553
518	0.344883983
519	0.3448440859
520	0.3445938943
521	0.3444939686
522	0.3443120175
523	0.3442614535
524	0.3440852006
525	0.3440746604
526	0.3439935178
527	0.343912745
528	0.3437639099
529	0.3434799292
530	0.3433920456
531	0.3430449361
532	0.3430012779
533	0.3429872708
534	0.3428636039
535	0.3427765528
536	0.3427464276
537	0.3426429844
538	0.3424068098
539	0.3423672024
540	0.3422251816
541	0.3421232822
542	0.3420444418
543	0.3419573243
544	0.3417555222
545	0.3416900681
546	0.3415710093
547	0.3415616336
548	0.34144316
549	0.3411331661
550	0.3409777955
551	0.3407370854
552	0.3404814408
553	0.3404727257
554	0.3402757706
555	0.3402393301
556	0.3401628191
557	0.3401519231
558	0.340093031
559	0.3396793312
560	0.3396502652
561	0.3395737752
562	0.3395668622
563	0.3395629963
564	0.3395246524
565	0.339482966
566	0.3393991066
567	0.3393667983
568	0.3392724275
569	0.3392051788
570	0.3390139193
571	0.3389724484
381951008
